3.491945740761562278e-01,1.372822453784974871e-04,1.053977120347605601e+00,1.390534152016974057e+00,6.026587720496644485e-01,1.201185725302625462e+00,7.410358277938137173e-01,6.473608176982689200e-01
1.344678571831635638e+00,1.013725752626497278e-01,6.967093054975997957e-01,1.006976585955286163e+00,1.895155577501950054e-05,8.422595779373039937e-01,2.210997006113866927e-03,6.484408637427938873e-04
7.653351629396033529e-01,7.048352788852906281e-01,7.669155421886691970e-01,1.647908440983258949e-01,2.720719472712458953e-01,1.036770913973179331e+00,4.637267785001837339e-01,8.190722591623986748e-01
8.646246055400400587e-01,5.989417491011826966e-01,1.942340802486748619e-01,5.333520762426190442e-01,1.284299145573775336e+00,2.052718048804959228e+00,6.987392670422880011e-04,9.223795553452561746e-01
8.328406788603526234e-01,3.463646205784566279e-01,3.591268898108180285e-01,7.806280822143223386e-01,1.410559608472907511e+00,9.440977835942140350e-01,1.301287503671500367e+00,2.884102034053619423e-01
1.081949948703837538e-01,6.699111511405493324e-01,9.741437128664196532e-01,5.937169135179105606e-01,4.671587296316574434e-01,1.232490693747225752e+00,8.317700849946175756e-01,6.711827460447956639e-01
1.074528666858374004e+00,1.215000080409913471e-03,2.761040110086666055e-01,6.950140908143404017e-01,3.985124657938660109e-01,1.333445358412753023e+00,2.546119337533162330e+00,1.328365927089139586e-04
1.206333420770131060e+00,1.257858353929472038e-04,9.654328481096501324e-01,1.767277952474578973e+00,3.441991537087488173e-01,5.516775414122027099e-01,1.320720555532775675e+00,3.636142644090109566e-01
7.520800504533531328e-01,6.828183990058687147e-01,9.638084106138116169e-01,3.740788176461042336e-01,5.959210984944258716e-01,1.997345524533817307e-01,8.459446183033796363e-01,1.169128851231005184e+00
1.301748522709423872e+00,1.021277657878047584e+00,1.574637334240675535e-01,6.886456804568857892e-01,1.799281116200747155e+00,1.050366011133717858e+00,6.110378089324745021e-01,3.663733126635977388e-01
1.159250505686761912e+00,3.150833464920181903e-01,2.285705975285415581e-01,1.052280556438004888e+00,1.710117618057789723e+00,2.411505275749648014e+00,8.978231546602200280e-04,7.973994517748089761e-01
4.222929097448327451e-01,1.720017147827751225e-01,9.772796108909219681e-01,6.319936492720967802e-01,2.578329188047016607e-01,1.002243536689357395e+00,8.773092274226742537e-01,3.802725026523960383e-01
1.162768368371756705e-01,6.527745623627124738e-01,8.066956973353481830e-01,9.376682565314636841e-01,1.117821476444226247e+00,6.853370897726936972e-01,7.336255008782426312e-01,8.444229873846281764e-01
1.458450204952453904e-04,8.235015425242480161e-03,3.204017922633691229e-01,2.145251440245469210e-01,7.541237281862852582e-01,9.773681085288614401e-02,4.135040486826880440e-02,6.447534713390602008e-05
5.917326618670822880e-01,6.858468404993790513e-01,5.183899402466978223e-01,1.381827847443088508e+00,1.116074811210181705e+00,1.430894592986782232e+00,1.247482310554217877e+00,6.722447668733034787e-01
7.930201620263824802e-01,7.017309111714765679e-01,5.874190012150289908e-01,5.084078635568016757e-01,6.181072223898819162e-01,1.564085625782019595e-01,2.725899401692299939e-01,3.947605500171953441e-01
7.254922265919281354e-01,3.078336682740012015e-02,5.805821227734332401e-01,5.585765787126978354e-01,4.383989937440552764e-01,5.814717490333373151e-01,7.161097890668360888e-01,1.291354297023958209e+00
1.455309068342409029e+00,2.184559749064702849e-01,8.218217915461401013e-01,1.835541703657177660e-03,7.633862866114131673e-01,4.999573445219937518e-01,5.241390594433946726e-01,1.000027013432894574e+00
1.180618596072078974e+00,1.558783471994782177e+00,3.138488997259115121e-01,3.574000367820779345e-01,1.298491142391763997e+00,1.180225271544622867e+00,8.672081607164477957e-01,7.739407231223690564e-01
3.649430538333450214e-01,4.271598034468385707e-01,3.751604169463512717e-01,1.152286397878977020e+00,1.146100523243222868e+00,4.233686925687159541e-01,8.010817386976635257e-01,1.711676549333817909e-01
3.767283346743719851e-04,4.704007615235532508e-04,6.747644476822761694e-02,1.657623806017183565e-01,3.967040610994082006e-01,2.952541582778037466e+00,1.708724027089105313e+00,8.104942134301938023e-04
7.203354836258111238e-01,4.399498749785296092e-01,5.187151150749070849e-01,7.797397732074948795e-01,8.804421823270195402e-01,3.764650466706844223e-01,4.841788502041321496e-01,7.044819457534700069e-01
4.200696054844452621e-04,9.992637772077518354e-01,5.690980123781996802e-01,1.357561776645387292e-03,1.271709765136644571e-03,5.006693872971632259e-04,1.225536516008304933e+00,1.082890067635545073e+00
1.322514433980803927e+00,2.268703682781091167e-03,2.687596142468231530e-01,6.526469701452173311e-01,1.593588143393219303e+00,1.751147817923517591e+00,1.732372634773643671e+00,4.738158277022529452e-01
1.363894276914624060e+00,4.347800187182836451e-01,5.928230895991660754e-01,5.632502289265126638e-01,1.103572272071013272e+00,8.597944207805884309e-01,2.749059731523714190e-01,9.950652475249858187e-01
1.087523339277804979e+00,7.741940973511642066e-03,8.475374151524623922e-01,1.367763127258641480e-03,2.526113355516808236e-03,7.167483486586017083e-01,1.537056268912103396e-01,1.828823375581337674e-01
7.563917822702870275e-01,7.664323170156300824e-01,7.819380223202408997e-01,4.350122482768984389e-01,4.141966085680396370e-01,6.216183971809149389e-01,1.315035206805270418e+00,7.601123650639551865e-01
6.980774431873024710e-01,3.370479371225315046e-01,1.862107628243163948e-01,6.283069321822779552e-01,1.828077960267199487e+00,6.672656550723736757e-01,3.250607081436996948e-01,8.969409718701120138e-01
7.854262129946167903e-01,3.573576898441817584e-01,2.335366486643232209e-01,1.165636105664246136e+00,8.305815711452121386e-01,3.356816383691899053e-01,4.962789227811300607e-01,8.349079158520410493e-01
1.471363429218384145e+00,2.540303500030359762e-01,8.797258474995992561e-01,5.416132646099503043e-04,1.542588019645021297e-04,8.551916702481201799e-04,6.943152660411580079e-01,6.936459993104934219e-01
1.544318038207738164e+00,4.957431609329121525e-01,5.133174462791387782e-01,4.519468863755121690e-01,1.313417017987487778e+00,1.436295164681467229e+00,5.241346966460442847e-01,9.563719496412831367e-01
7.017431107784041222e-01,5.913849420090341313e-01,1.049037721010741775e+00,3.868561870933420743e-01,3.108519001915379526e-02,2.400089251345446650e-01,1.298632950311647827e+00,9.052037889181018260e-01
6.903007324547710821e-01,2.151286150592819114e-04,1.500694337163995806e-01,8.459154405249661446e-01,7.950535205032501773e-01,1.599889747267361063e-04,7.617076604694709152e-01,7.426436029451847221e-01
3.087554152592359435e-01,8.925969304786220970e-01,1.881460952228057870e-01,1.054932299032746768e+00,1.022409911155990558e+00,6.211187546309653307e-01,1.591045806778935034e+00,5.404762137147994805e-01
1.182158608337455119e+00,2.727546215059846735e-01,4.208774243846711838e-01,6.281465705850536319e-01,1.185345225434543837e-03,9.623358141596670690e-01,1.632379528913602273e+00,3.858587401862103583e-01
7.081871580537407729e-01,3.498155541008702296e-01,2.692025665884302255e-01,8.153959157883687858e-01,9.212845793272798067e-01,6.140767039730270493e-01,9.107527721159506262e-01,4.006434292399953523e-01
3.453244083016087339e-03,1.331509221222493711e+00,5.394391632593834723e-02,4.413120843862073372e-01,1.214611003575695502e-03,2.607904080370258004e-01,5.861363772397197858e-01,8.863534319086447955e-01
8.465481658411663224e-01,4.168390581236854076e-02,2.525672806430809270e-01,1.245838665426140413e+00,7.298661204812919578e-01,1.026315418444628369e+00,1.182498536914361242e+00,4.914923639878677197e-01
1.229383228667442429e+00,5.902874739678037885e-01,2.368621588160207680e-01,6.486837123632239743e-01,1.071810778159545841e+00,7.914958352574069655e-01,7.277405228223619849e-02,9.055528257104625833e-01
3.167137282774386553e-01,6.388756055693515234e-01,6.358298466790411954e-04,1.160483212874614534e+00,6.458641475875318561e-01,2.804904779155504846e-01,1.177537158243951554e+00,4.601245848106175762e-01
5.691022764710941262e-01,8.422721719953962793e-02,3.988003704522820603e-01,7.565035854208386201e-01,6.288255361982660885e-01,4.279788229598225358e-01,1.069094655885445944e+00,8.972166918878853314e-01
3.900142943115646466e-01,6.123848483998547421e-01,6.590117515441571427e-01,7.890954891476670285e-01,7.279590259333316160e-01,6.733498292748310021e-01,1.615746146490561808e+00,8.280872327757209383e-01
3.493814448525002780e-01,5.911978043785237613e-01,5.042737718502247196e-02,4.422574589870393313e-01,9.288939100251796255e-01,9.731382138636043289e-01,1.177676844862296290e+00,6.458588894373553657e-01
1.891525327802352940e+00,2.813204210570582342e-01,8.986220856269436785e-01,8.548340662758460162e-01,7.806036432029420657e-01,1.428938191816269132e+00,1.456629329539718354e+00,2.940259852568896659e-01
2.067659328931072127e-01,2.617997331324039001e-01,3.868175575150917256e-01,2.896039876646495093e-01,1.318537249744551110e+00,2.107968810047186725e+00,1.189443873726842238e+00,1.534495328884360799e+00
9.024113542718938952e-01,4.675412735212681192e-01,4.493179648007347704e-01,9.695145763270479611e-01,1.230439539992407072e+00,7.171237616187355890e-01,1.126022021558802821e+00,6.772568036156232374e-01
4.085108216027755201e-01,7.384771359453448092e-01,2.893849518730565173e-01,6.664310265440213099e-01,9.076508541676615582e-01,6.444629173949589784e-01,1.725737667152721588e+00,3.102000898365073756e-01
1.304919795832641061e+00,8.479602653620003094e-01,9.022434919861346270e-01,1.562893656443134049e-04,1.435936755116872021e+00,1.381639773813341687e+00,1.233851736462492577e+00,4.946218818363111169e-01
6.898126829424125472e-02,1.640714947207766172e-01,7.678104726600287755e-02,6.482357342051531246e-02,9.560674868747048860e-01,1.705953054735099395e+00,2.029347228857871777e+00,1.232163803849939177e+00
7.192778996553156334e-01,4.017654076349102543e-01,4.295824831617460204e-01,8.185026567116163720e-01,1.412268863920754347e+00,5.125558347958099059e-01,1.846790566284070900e+00,5.836166406891047931e-01
3.676060240768210252e-01,8.410296250788908967e-01,4.494158305028844169e-01,4.985722046143879482e-01,7.729109885547111869e-01,1.070477606484968369e+00,1.345434446207567358e+00,4.724421733105120258e-01
9.909162509323428125e-01,5.079324662239587118e-01,3.625001546945214592e-01,7.855447252177156781e-01,2.193897781481611187e+00,8.850428344139629200e-01,9.794928549062115186e-01,1.067163686198663530e+00
1.373753197844280072e+00,6.359241781632608559e-01,1.222823167036908992e-01,2.289013885048559738e-01,1.120945897762096521e+00,5.505111373911506512e-01,7.177005512098826312e-01,6.146500901237090808e-01
