6,6,0,0,7,7,7,0,9,9,5,0
9,10,10,9,9,9,9,0,10,0,0,9
5,5,5,0,6,0,0,0,9,8,5,6
6,7,5,0,9,8,0,0,9,0,7,0
7,6,7,6,7,8,6,0,9,9,5,5
7,8,7,0,9,8,0,0,10,0,9,10
4,7,7,6,5,5,7,6,8,0,6,6
9,9,9,0,9,8,8,0,10,9,9,9
5,7,4,0,6,0,0,0,8,0,5,0
5,5,5,0,6,7,7,7,6,7,5,5
6,0,0,0,0,0,0,0,9,7,6,6
2,0,0,0,3,0,0,0,0,0,3,3
6,5,5,0,6,6,0,0,0,0,9,9
9,0,0,0,0,0,0,0,10,10,10,10
1,0,0,0,0,0,0,0,7,6,6,6
6,5,7,0,8,5,0,0,4,0,7,7
6,6,0,0,7,6,0,0,0,0,7,0
7,6,6,0,5,6,0,0,7,0,7,7
5,5,0,0,6,0,0,0,0,0,6,6
5,6,6,0,5,5,6,0,8,7,5,5
10,7,8,0,8,6,10,0,6,0,7,0
8,9,5,7,8,8,0,0,10,7,10,8
5,8,0,0,5,0,6,0,9,0,9,0
7,5,5,0,7,4,7,0,7,0,0,5
5,5,5,5,2,5,0,0,8,8,4,5
2,0,0,0,5,0,0,0,0,0,7,0
0,0,5,0,0,0,0,0,0,0,0,0
5,7,0,0,5,0,7,0,6,0,5,0
5,5,5,3,5,3,0,0,7,5,5,5
6,5,8,0,5,4,8,0,4,7,6,5
5,5,5,0,6,5,5,0,5,0,0,5
8,10,9,9,7,8,9,9,9,0,0,10
8,8,6,7,7,6,7,6,9,0,0,8
8,10,0,0,3,0,0,0,0,0,10,10
6,8,8,0,0,0,0,0,9,0,6,7
9,8,8,0,9,0,0,0,8,0,10,0
4,2,0,0,5,2,0,0,2,0,5,5
8,6,5,0,9,0,6,0,9,7,7,6
6,0,0,0,5,0,0,0,7,0,0,5
7,6,5,0,6,0,0,0,7,0,6,6
2,0,0,0,7,8,0,0,0,0,6,6
7,7,6,0,9,9,0,0,0,0,8,10
5,7,7,7,5,9,10,0,9,7,8,6
6,5,5,0,8,0,7,0,6,6,5,7
7,6,8,0,7,8,6,0,7,7,7,6
5,5,5,0,10,8,0,0,0,0,8,6
8,9,7,0,0,0,0,0,10,0,9,8
8,9,9,0,8,8,7,0,10,10,7,7
7,9,10,0,8,7,9,0,10,10,7,9
6,8,5,0,7,8,7,0,7,6,5,0
8,8,8,0,7,0,7,0,7,8,8,0
8,6,0,0,9,6,0,0,8,0,9,5
8,8,7,0,6,8,0,0,7,8,5,5
7,7,0,0,7,7,0,0,3,0,8,0
5,7,5,0,7,5,7,0,7,6,5,5
5,5,5,8,5,5,7,7,5,0,9,6
7,0,0,0,0,0,0,0,8,9,8,8
5,0,0,0,0,0,0,0,0,0,0,0
7,8,6,0,7,8,9,8,8,9,6,8
8,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,2,0,0,0,4,0,7,7
5,6,5,0,7,7,0,0,0,0,8,8
6,6,5,0,7,6,0,0,9,10,5,7
5,0,0,0,5,0,0,0,0,0,0,7
6,0,0,0,5,0,0,0,7,0,0,5
4,4,5,5,5,4,5,5,5,5,5,4
8,8,7,0,9,7,8,8,9,10,7,7
9,8,6,7,7,7,0,0,10,0,8,6
7,8,5,0,7,5,0,0,7,0,6,6
6,5,4,0,7,7,8,0,6,0,0,5
6,6,7,0,8,8,0,0,9,0,8,8
9,10,10,0,9,8,0,0,10,0,10,8
8,6,7,5,5,6,0,0,8,7,5,9
7,8,10,10,8,7,9,9,9,0,0,7
8,8,9,0,7,8,7,8,7,8,6,0
7,8,5,6,6,6,7,6,8,0,0,8
6,6,8,0,6,0,7,0,5,6,6,7
8,0,0,0,0,0,0,0,6,0,9,7
10,8,9,6,9,7,9,9,10,0,8,8
6,0,0,0,6,8,0,0,9,0,5,0
8,6,10,0,10,10,0,0,9,0,7,7
8,9,8,0,7,8,0,0,10,10,9,8
9,9,8,0,6,8,0,0,10,0,7,6
8,8,7,6,7,9,0,0,6,0,8,7
8,5,5,6,9,9,0,8,5,0,7,5
5,0,0,0,0,0,0,0,10,0,6,0
6,5,5,0,5,0,0,0,9,6,5,6
9,8,8,0,7,7,0,0,9,0,9,7
8,6,7,5,6,6,0,0,9,8,6,6
7,7,6,0,8,7,0,0,10,0,7,0
6,6,5,0,6,4,0,0,9,0,9,8
7,0,0,0,8,0,0,0,0,0,7,0
7,8,9,0,6,5,7,0,9,0,0,7
6,7,0,0,7,8,0,0,7,0,9,9
10,0,0,0,10,0,0,0,9,0,7,0
8,9,9,0,7,7,0,0,9,9,5,8
6,6,5,3,7,5,7,0,0,0,6,5
9,7,9,9,8,7,0,0,8,0,5,6
9,7,9,9,8,7,0,0,8,0,5,6
7,6,5,5,9,6,0,0,5,0,6,7
7,5,5,7,6,0,0,0,7,0,6,6
7,3,6,6,4,7,7,7,5,6,5,1
10,0,0,0,9,0,0,0,0,0,8,0
8,8,9,0,8,8,0,0,7,0,8,5
6,8,7,0,5,5,7,0,8,7,6,5
8,7,5,0,7,0,5,0,8,0,10,8
9,8,5,9,5,8,0,0,7,7,8,9
7,0,0,0,7,0,0,0,6,0,7,0
5,5,3,9,7,3,0,0,7,10,6,8
6,0,0,0,9,0,0,0,7,0,6,0
9,0,0,0,8,0,0,0,0,0,7,0
7,7,7,7,0,0,0,0,8,6,6,6
8,8,0,0,8,7,0,0,8,8,9,10
5,6,6,0,7,0,6,7,7,0,5,5
9,6,7,0,9,0,8,0,8,0,6,0
3,4,0,0,6,4,0,0,8,0,6,0
6,5,5,0,5,0,5,7,0,0,5,0
8,0,0,0,5,0,0,0,0,0,0,0
7,6,5,0,6,0,5,0,8,0,5,0
9,6,6,0,7,6,7,0,9,9,6,5
7,7,6,0,9,0,9,0,10,9,9,9
8,7,5,5,6,7,6,0,6,0,9,10
10,10,5,0,8,0,7,8,0,0,8,0
0,9,9,0,8,0,0,0,8,7,7,7
10,8,9,8,8,7,8,0,7,0,8,8
7,0,0,0,6,0,0,0,8,0,5,0
8,7,5,0,8,0,4,0,9,0,6,7
