10,5,0,0,9,8,0,0,0,0,8,0
7,5,6,0,5,0,7,3,0,0,6,0
8,7,7,0,5,7,0,0,7,0,5,0
8,0,0,0,5,0,0,0,7,9,7,7
6,6,6,0,8,0,8,0,7,0,6,0
10,6,6,0,7,0,5,0,7,7,5,7
5,6,6,0,8,0,0,0,6,0,5,3
9,7,0,0,10,7,0,0,0,0,10,7
8,0,0,0,7,0,0,0,0,0,7,0
7,8,9,0,7,0,8,9,0,0,7,0
9,6,10,0,7,8,0,0,6,0,9,8
8,5,5,0,7,7,0,0,4,0,0,0
9,6,5,0,8,7,0,0,8,0,7,0
2,1,0,0,3,0,0,0,1,0,1,0
10,7,0,9,9,9,0,0,9,0,9,7
6,6,5,0,5,0,0,0,6,0,5,0
5,5,5,5,6,8,5,0,0,0,8,8
6,9,6,6,6,0,0,0,6,0,6,9
9,10,0,0,0,0,8,9,0,0,7,0
6,0,0,0,7,0,0,0,0,0,6,0
6,2,0,0,5,0,0,0,0,0,1,1
6,5,5,5,6,5,5,5,6,6,7,7
6,0,0,0,4,0,0,0,10,6,4,0
6,7,8,0,9,10,0,0,7,0,7,7
7,7,8,8,7,6,7,0,8,6,8,9
5,5,5,0,4,4,5,0,1,0,0,5
8,8,0,0,7,8,0,0,9,0,6,7
5,5,5,9,6,5,5,0,7,0,7,8
5,5,5,5,6,5,5,6,6,0,9,6
5,8,5,0,5,5,0,0,5,0,5,0
8,9,9,10,7,8,9,0,8,0,8,9
8,8,5,0,7,0,6,0,8,0,6,0
3,0,0,0,5,0,0,0,0,0,7,0
7,6,5,6,7,0,7,0,10,10,7,5
6,7,6,0,6,8,0,0,6,0,6,4
5,5,5,5,6,5,6,7,6,6,6,5
6,5,0,0,2,0,0,0,10,7,5,3
6,5,5,0,7,7,0,0,5,0,8,0
6,7,7,0,5,5,6,0,7,0,8,7
5,5,3,0,5,5,0,0,7,7,7,3
5,0,0,0,6,0,0,0,0,0,7,0
8,7,5,6,8,9,7,7,9,8,7,7
5,5,5,0,5,7,0,0,8,0,5,0
9,9,10,0,10,9,0,8,7,7,8,8
8,6,7,0,7,0,7,0,9,9,7,9
7,7,6,0,8,7,0,0,8,0,8,0
